"program","year","month","site","meantemp","sdtemp","maxtemp","mintemp","nmsmts"
"CSUN",2006,7,"Europa Bay",28.7173790322581,0.136810068039586,29.3,28.122,744
"CSUN",2006,7,"Neptunes Table",28.7173790322581,0.136810068039586,29.3,28.122,744
"CSUN",2006,7,"West Little Lameshur",28.7173790322581,0.136810068039586,29.3,28.122,744
"CSUN",2006,7,"White Point",28.7173790322581,0.136810068039586,29.3,28.122,744
"CSUN",2006,8,"East Tektite",28.7765053763441,0.339076982365558,29.69,28.072,372
"CSUN",2006,8,"Europa Bay",28.7364603786816,0.351198518354419,29.84,27.899,743
"CSUN",2006,8,"Neptunes Table",28.7364603786816,0.351198518354419,29.84,27.899,743
"CSUN",2006,8,"West Little Lameshur",28.7364603786816,0.351198518354419,29.84,27.899,743
"CSUN",2006,8,"White Point",28.7364603786816,0.351198518354419,29.84,27.899,743
"CSUN",2006,9,"East Tektite",29.6438638888889,0.245156246099495,30.167,29.04,360
"CSUN",2006,9,"Europa Bay",29.6594083333333,0.245821825514788,30.268,29.04,720
"CSUN",2006,9,"Neptunes Table",29.6594083333333,0.245821825514788,30.268,29.04,720
"CSUN",2006,9,"West Little Lameshur",29.6594083333333,0.245821825514788,30.268,29.04,720
"CSUN",2006,9,"White Point",29.6594083333333,0.245821825514788,30.268,29.04,720
"CSUN",2006,10,"East Tektite",29.4965215053764,0.209325034079713,30.016,29.015,372
"CSUN",2006,10,"Europa Bay",29.4571666666667,0.220767446932292,30.091,28.816,744
"CSUN",2006,10,"Neptunes Table",29.4571666666667,0.220767446932292,30.091,28.816,744
"CSUN",2006,10,"West Little Lameshur",29.4571666666667,0.220767446932292,30.091,28.816,744
"CSUN",2006,10,"White Point",29.4571666666667,0.220767446932292,30.091,28.816,744
"CSUN",2006,11,"East Tektite",28.777032051282,0.159815747152199,29.14,28.369,361
"CSUN",2006,11,"Europa Bay",28.7360995555556,0.165789374356761,29.29,28.171,721
"CSUN",2006,11,"Neptunes Table",28.7360995555556,0.165789374356761,29.29,28.171,721
"CSUN",2006,11,"West Little Lameshur",28.7360995555556,0.165789374356761,29.29,28.171,721
"CSUN",2006,11,"White Point",28.7360995555556,0.165789374356761,29.29,28.171,721
"CSUN",2006,12,"East Tektite",27.5748602150538,0.271964526032265,28.32,27.014,372
"CSUN",2006,12,"Europa Bay",27.5030833333333,0.273396458666001,28.345,26.842,744
"CSUN",2006,12,"Neptunes Table",27.5030833333333,0.273396458666001,28.345,26.842,744
"CSUN",2006,12,"West Little Lameshur",27.5030833333333,0.273396458666001,28.345,26.842,744
"CSUN",2006,12,"White Point",27.5030833333333,0.273396458666001,28.345,26.842,744
"CSUN",2007,1,"East Tektite",26.6227634408602,0.2259965729181,27.161,26.231,372
"CSUN",2007,1,"Europa Bay",26.5686922043011,0.222354785290008,27.235,26.061,744
"CSUN",2007,1,"Neptunes Table",26.5686922043011,0.222354785290008,27.235,26.061,744
"CSUN",2007,1,"West Little Lameshur",26.5686922043011,0.222354785290008,27.235,26.061,744
"CSUN",2007,1,"White Point",26.5686922043011,0.222354785290008,27.235,26.061,744
"CSUN",2007,2,"East Tektite",26.7186101190476,0.180682034124976,27.087,26.353,336
"CSUN",2007,2,"Europa Bay",26.6824092261905,0.192497382555812,27.235,26.109,672
"CSUN",2007,2,"Neptunes Table",26.6824092261905,0.192497382555812,27.235,26.109,672
"CSUN",2007,2,"West Little Lameshur",26.6824092261905,0.192497382555812,27.235,26.109,672
"CSUN",2007,2,"White Point",26.6824092261905,0.192497382555812,27.235,26.109,672
"CSUN",2007,3,"East Tektite",26.9809359726295,0.0691015156619923,27.161,26.695,371
"CSUN",2007,3,"Europa Bay",26.9471124357176,0.0917335508482244,27.407,26.329,743
"CSUN",2007,3,"Neptunes Table",26.9471124357176,0.0917335508482244,27.407,26.329,743
"CSUN",2007,3,"West Little Lameshur",26.9471124357176,0.0917335508482244,27.407,26.329,743
"CSUN",2007,3,"White Point",26.9471124357176,0.0917335508482244,27.407,26.329,743
"CSUN",2007,4,"East Tektite",27.28845,0.350146284153508,27.924,26.475,360
"CSUN",2007,4,"Europa Bay",27.2765430555556,0.367768317041521,28.147,26.28,720
"CSUN",2007,4,"Neptunes Table",27.2765430555556,0.367768317041521,28.147,26.28,720
"CSUN",2007,4,"West Little Lameshur",27.2765430555556,0.367768317041521,28.147,26.28,720
"CSUN",2007,4,"White Point",27.2765430555556,0.367768317041521,28.147,26.28,720
"CSUN",2007,5,"East Tektite",28.2737930107527,0.429934156172737,29.165,27.53,372
"CSUN",2007,5,"Europa Bay",28.2745134408602,0.447622136806959,29.29,27.382,744
"CSUN",2007,5,"Neptunes Table",28.2745134408602,0.447622136806959,29.29,27.382,744
"CSUN",2007,5,"West Little Lameshur",28.2745134408602,0.447622136806959,29.29,27.382,744
"CSUN",2007,5,"White Point",28.2745134408602,0.447622136806959,29.29,27.382,744
"CSUN",2007,6,"East Tektite",29.01305,0.124569754959107,29.29,28.717,360
"CSUN",2007,6,"Europa Bay",28.9923222222222,0.128288512350169,29.464,28.543,720
"CSUN",2007,6,"Neptunes Table",28.9923222222222,0.128288512350169,29.464,28.543,720
"CSUN",2007,6,"West Little Lameshur",28.9923222222222,0.128288512350169,29.464,28.543,720
"CSUN",2007,6,"White Point",28.9923222222222,0.128288512350169,29.464,28.543,720
"CSUN",2007,7,"East Tektite",29.0326279983457,0.102876249386733,29.365,28.766,433
"CSUN",2007,7,"Europa Bay",28.9781413978495,0.115339551162749,29.515,28.568,668
"CSUN",2007,7,"Neptunes Table",28.9781413978495,0.115339551162749,29.515,28.568,668
"CSUN",2007,7,"West Little Lameshur",28.9781413978495,0.115339551162749,29.515,28.568,668
"CSUN",2007,7,"White Point",28.9781413978495,0.115339551162749,29.515,28.568,668
"CSUN",2007,8,"East Tektite",29.0679072580645,0.151296068783564,29.439,28.692,744
"CSUN",2007,8,"Europa Bay",28.9129086021505,0.157373449091934,29.265,28.518,372
"CSUN",2007,8,"Neptunes Table",28.9129086021505,0.157373449091934,29.265,28.518,372
"CSUN",2007,8,"West Little Lameshur",28.9129086021505,0.157373449091934,29.265,28.518,372
"CSUN",2007,8,"White Point",28.9129086021505,0.157373449091934,29.265,28.518,372
"CSUN",2007,9,"East Tektite",29.5361722222222,0.210547064049244,30.066,29.015,720
"CSUN",2007,9,"Europa Bay",29.3782023809524,0.211241086546518,29.966,28.841,372
"CSUN",2007,9,"Neptunes Table",29.3782023809524,0.211241086546518,29.966,28.841,372
"CSUN",2007,9,"West Little Lameshur",29.3782023809524,0.211241086546518,29.966,28.841,372
"CSUN",2007,9,"White Point",29.3782023809524,0.211241086546518,29.966,28.841,372
"CSUN",2007,10,"East Tektite",29.2315510752688,0.382127294621963,29.765,28.27,744
"CSUN",2007,10,"Europa Bay",29.1805322580645,0.389503168773909,29.79,28.023,744
"CSUN",2007,10,"Neptunes Table",29.1805322580645,0.389503168773909,29.79,28.023,744
"CSUN",2007,10,"West Little Lameshur",29.1805322580645,0.389503168773909,29.79,28.023,744
"CSUN",2007,10,"White Point",29.1805322580645,0.389503168773909,29.79,28.023,744
"CSUN",2007,11,"East Tektite",28.2914572281167,0.423744881530547,28.866,27.382,676
"CSUN",2007,11,"Europa Bay",28.2400230769231,0.432718751714613,28.99,27.161,722
"CSUN",2007,11,"Neptunes Table",28.2400230769231,0.432718751714613,28.99,27.161,722
"CSUN",2007,11,"West Little Lameshur",28.2400230769231,0.432718751714613,28.99,27.161,722
"CSUN",2007,11,"White Point",28.2400230769231,0.432718751714613,28.99,27.161,722
"CSUN",2007,12,"East Tektite",27.0362889784946,0.246758537915506,27.579,26.622,744
"CSUN",2007,12,"Europa Bay",26.9549583333333,0.252407115524893,27.579,26.475,744
"CSUN",2007,12,"Neptunes Table",26.9549583333333,0.252407115524893,27.579,26.475,744
"CSUN",2007,12,"West Little Lameshur",26.9549583333333,0.252407115524893,27.579,26.475,744
"CSUN",2007,12,"White Point",26.9549583333333,0.252407115524893,27.579,26.475,744
"CSUN",2008,1,"East Tektite",26.5034180107527,0.216494220766849,26.916,25.914,744
"CSUN",2008,1,"Europa Bay",26.4242352150538,0.211237880034851,26.965,25.647,744
"CSUN",2008,1,"Neptunes Table",26.4242352150538,0.211237880034851,26.965,25.647,744
"CSUN",2008,1,"West Little Lameshur",26.4242352150538,0.211237880034851,26.965,25.647,744
"CSUN",2008,1,"White Point",26.4242352150538,0.211237880034851,26.965,25.647,744
"CSUN",2008,2,"East Tektite",25.7661106321839,0.0938669061275314,25.987,25.428,696
"CSUN",2008,2,"Europa Bay",25.704507183908,0.0943812097642684,26.061,25.283,696
"CSUN",2008,2,"Neptunes Table",25.704507183908,0.0943812097642684,26.061,25.283,696
"CSUN",2008,2,"West Little Lameshur",25.704507183908,0.0943812097642684,26.061,25.283,696
"CSUN",2008,2,"White Point",25.704507183908,0.0943812097642684,26.061,25.283,696
"CSUN",2008,3,"East Tektite",25.6835564516129,0.132128546217336,26.061,25.404,744
"CSUN",2008,3,"Europa Bay",25.6512404692082,0.133817836357041,26.109,25.258,742
"CSUN",2008,3,"Neptunes Table",25.6512404692082,0.133817836357041,26.109,25.258,742
"CSUN",2008,3,"West Little Lameshur",25.6512404692082,0.133817836357041,26.109,25.258,742
"CSUN",2008,3,"White Point",25.6512404692082,0.133817836357041,26.109,25.258,742
"CSUN",2008,4,"East Tektite",26.1000444444445,0.478531216444395,27.087,25.331,720
"CSUN",2008,4,"Europa Bay",26.1086861111111,0.525461927979015,27.431,25.162,720
"CSUN",2008,4,"Neptunes Table",26.1086861111111,0.525461927979015,27.431,25.162,720
"CSUN",2008,4,"West Little Lameshur",26.1086861111111,0.525461927979015,27.431,25.162,720
"CSUN",2008,4,"White Point",26.1086861111111,0.525461927979015,27.431,25.162,720
"CSUN",2008,5,"East Tektite",27.4050698924731,0.441217296079396,28.122,26.524,744
"CSUN",2008,5,"Europa Bay",27.4336747311828,0.438282288749919,28.369,26.426,744
"CSUN",2008,5,"Neptunes Table",27.4336747311828,0.438282288749919,28.369,26.426,744
"CSUN",2008,5,"West Little Lameshur",27.4336747311828,0.438282288749919,28.369,26.426,744
"CSUN",2008,5,"White Point",27.4336747311828,0.438282288749919,28.369,26.426,744
"CSUN",2008,6,"East Tektite",28.2494416666667,0.291068648750491,28.916,27.702,720
"CSUN",2008,6,"Europa Bay",28.235225,0.293408319789407,29.04,27.579,720
"CSUN",2008,6,"Neptunes Table",28.235225,0.293408319789407,29.04,27.579,720
"CSUN",2008,6,"West Little Lameshur",28.235225,0.293408319789407,29.04,27.579,720
"CSUN",2008,6,"White Point",28.235225,0.293408319789407,29.04,27.579,720
"CSUN",2008,7,"East Tektite",28.4343158602151,0.289069137366079,28.99,27.924,744
"CSUN",2008,7,"Europa Bay",28.3928924731183,0.282459112448762,29.09,27.776,744
"CSUN",2008,7,"Neptunes Table",28.3928924731183,0.282459112448762,29.09,27.776,744
"CSUN",2008,7,"West Little Lameshur",28.3928924731183,0.282459112448762,29.09,27.776,744
"CSUN",2008,7,"White Point",28.3928924731183,0.282459112448762,29.09,27.776,744
"CSUN",2008,8,"East Tektite",29.0459206989247,0.149396895324958,29.49,28.543,744
"CSUN",2008,8,"Europa Bay",29.0348413978495,0.18117469362117,30.142,28.394,744
"CSUN",2008,8,"Neptunes Table",29.0348413978495,0.18117469362117,30.142,28.394,744
"CSUN",2008,8,"West Little Lameshur",29.0348413978495,0.18117469362117,30.142,28.394,744
"CSUN",2008,8,"White Point",29.0348413978495,0.18117469362117,30.142,28.394,744
"CSUN",2008,9,"East Tektite",29.2440847222222,0.137455826883652,29.615,28.791,720
"CSUN",2008,9,"Europa Bay",29.2429092261905,0.177213839728893,29.916,28.667,493
"CSUN",2008,9,"Neptunes Table",29.2429092261905,0.177213839728893,29.916,28.667,493
"CSUN",2008,9,"West Little Lameshur",29.2429092261905,0.177213839728893,29.916,28.667,493
"CSUN",2008,9,"White Point",29.2429092261905,0.177213839728893,29.916,28.667,493
"CSUN",2008,10,"East Tektite",29.0070161290323,0.338172823803088,29.765,28.468,744
"CSUN",2008,10,"Europa Bay",29.0623091397849,0.342813426603993,29.865,28.518,372
"CSUN",2008,10,"Neptunes Table",29.0623091397849,0.342813426603993,29.865,28.518,372
"CSUN",2008,10,"West Little Lameshur",29.0623091397849,0.342813426603993,29.865,28.518,372
"CSUN",2008,10,"White Point",29.0623091397849,0.342813426603993,29.865,28.518,372
"CSUN",2008,11,"East Tektite",28.3150201149425,0.396258148390993,29.165,27.308,674
"CSUN",2008,11,"Europa Bay",28.3102598290598,0.445888095526648,29.439,27.333,361
"CSUN",2008,11,"Neptunes Table",28.3102598290598,0.445888095526648,29.439,27.333,361
"CSUN",2008,11,"West Little Lameshur",28.3102598290598,0.445888095526648,29.439,27.333,361
"CSUN",2008,11,"White Point",28.3102598290598,0.445888095526648,29.439,27.333,361
"CSUN",2008,12,"East Tektite",26.5866653225807,0.421148399452687,27.431,25.841,744
"CSUN",2008,12,"Europa Bay",26.5559596774194,0.416877261152728,27.407,25.768,372
"CSUN",2008,12,"Neptunes Table",26.5559596774194,0.416877261152728,27.407,25.768,372
"CSUN",2008,12,"West Little Lameshur",26.5559596774194,0.416877261152728,27.407,25.768,372
"CSUN",2008,12,"White Point",26.5559596774194,0.416877261152728,27.407,25.768,372
"CSUN",2009,1,"East Tektite",26.2083102150538,0.153372709145711,26.573,25.768,730
"CSUN",2009,1,"Europa Bay",26.192623655914,0.163575755288003,26.549,25.744,366
"CSUN",2009,1,"Neptunes Table",26.192623655914,0.163575755288003,26.549,25.744,366
"CSUN",2009,1,"West Little Lameshur",26.192623655914,0.163575755288003,26.549,25.744,366
"CSUN",2009,1,"White Point",26.192623655914,0.163575755288003,26.549,25.744,366
"CSUN",2009,2,"East Tektite",25.8897916666667,0.254899291973031,26.426,25.477,672
"CSUN",2009,2,"Europa Bay",25.8736101190476,0.258219246067967,26.378,25.453,336
"CSUN",2009,2,"Neptunes Table",25.8736101190476,0.258219246067967,26.378,25.453,336
"CSUN",2009,2,"West Little Lameshur",25.8736101190476,0.258219246067967,26.378,25.453,336
"CSUN",2009,2,"White Point",25.8736101190476,0.258219246067967,26.378,25.453,336
"CSUN",2009,3,"East Tektite",25.378372311828,0.264878403692215,25.963,24.847,744
"CSUN",2009,3,"Europa Bay",25.3500672043011,0.265197975855492,25.939,24.847,372
"CSUN",2009,3,"Neptunes Table",25.3500672043011,0.265197975855492,25.939,24.847,372
"CSUN",2009,3,"West Little Lameshur",25.3500672043011,0.265197975855492,25.939,24.847,372
"CSUN",2009,3,"White Point",25.3500672043011,0.265197975855492,25.939,24.847,372
"CSUN",2009,4,"East Tektite",26.4762222222222,0.393680958541878,27.235,25.55,720
"CSUN",2009,4,"Europa Bay",26.4939611111111,0.392039992494639,27.308,25.501,360
"CSUN",2009,4,"Neptunes Table",26.4939611111111,0.392039992494639,27.308,25.501,360
"CSUN",2009,4,"West Little Lameshur",26.4939611111111,0.392039992494639,27.308,25.501,360
"CSUN",2009,4,"White Point",26.4939611111111,0.392039992494639,27.308,25.501,360
"CSUN",2009,5,"East Tektite",26.9790255376344,0.355987958155266,27.998,26.378,744
"CSUN",2009,5,"Europa Bay",26.995688172043,0.397142754658407,27.998,26.353,372
"CSUN",2009,5,"Neptunes Table",26.995688172043,0.397142754658407,27.998,26.353,372
"CSUN",2009,5,"West Little Lameshur",26.995688172043,0.397142754658407,27.998,26.353,372
"CSUN",2009,5,"White Point",26.995688172043,0.397142754658407,27.998,26.353,372
"CSUN",2009,6,"East Tektite",28.2858638888889,0.385228171665686,29.04,27.038,720
"CSUN",2009,6,"Europa Bay",28.3741083333333,0.385762473415424,29.115,27.358,360
"CSUN",2009,6,"Neptunes Table",28.3741083333333,0.385762473415424,29.115,27.358,360
"CSUN",2009,6,"West Little Lameshur",28.3741083333333,0.385762473415424,29.115,27.358,360
"CSUN",2009,6,"White Point",28.3741083333333,0.385762473415424,29.115,27.358,360
"CSUN",2009,7,"East Tektite",28.8675887096774,0.146472141652659,29.165,28.518,744
"CSUN",2009,7,"Europa Bay",28.8751496415771,0.149318723050283,29.24,28.493,390
"CSUN",2009,7,"Neptunes Table",28.8751496415771,0.149318723050283,29.24,28.493,390
"CSUN",2009,7,"West Little Lameshur",28.8751496415771,0.149318723050283,29.24,28.493,390
"CSUN",2009,7,"White Point",28.8751496415771,0.149318723050283,29.24,28.493,390
"CSUN",2009,8,"East Tektite",29.0008709677419,0.159725986919944,29.389,28.518,744
"CSUN",2009,8,"Europa Bay",29.0467930107527,0.169607798359439,29.464,28.543,744
"CSUN",2009,8,"Neptunes Table",29.0467930107527,0.169607798359439,29.464,28.543,744
"CSUN",2009,8,"West Little Lameshur",29.0467930107527,0.169607798359439,29.464,28.543,744
"CSUN",2009,8,"White Point",29.0467930107527,0.169607798359439,29.464,28.543,744
"CSUN",2009,9,"East Tektite",29.2491375,0.192049736867291,29.64,28.717,720
"CSUN",2009,9,"Europa Bay",29.300175,0.220287891080962,29.765,28.667,720
"CSUN",2009,9,"Neptunes Table",29.300175,0.220287891080962,29.765,28.667,720
"CSUN",2009,9,"West Little Lameshur",29.300175,0.220287891080962,29.765,28.667,720
"CSUN",2009,9,"White Point",29.300175,0.220287891080962,29.765,28.667,720
"CSUN",2009,10,"East Tektite",29.386313172043,0.152045579359152,29.715,28.866,744
"CSUN",2009,10,"Europa Bay",29.4095846774194,0.181800797031729,29.765,28.866,744
"CSUN",2009,10,"Neptunes Table",29.4095846774194,0.181800797031729,29.765,28.866,744
"CSUN",2009,10,"West Little Lameshur",29.4095846774194,0.181800797031729,29.765,28.866,744
"CSUN",2009,10,"White Point",29.4095846774194,0.181800797031729,29.765,28.866,744
"CSUN",2009,11,"East Tektite",28.8834972222222,0.133338385739997,29.24,28.568,720
"CSUN",2009,11,"Europa Bay",28.8918611111111,0.11931554698595,29.24,28.493,720
"CSUN",2009,11,"Neptunes Table",28.8918611111111,0.11931554698595,29.24,28.493,720
"CSUN",2009,11,"West Little Lameshur",28.8918611111111,0.11931554698595,29.24,28.493,720
"CSUN",2009,11,"White Point",28.8918611111111,0.11931554698595,29.24,28.493,720
"CSUN",2009,12,"East Tektite",28.0015537634409,0.338651719239256,28.816,27.456,744
"CSUN",2009,12,"Europa Bay",28.0086209677419,0.345294915105251,28.841,27.407,744
"CSUN",2009,12,"Neptunes Table",28.0086209677419,0.345294915105251,28.841,27.407,744
"CSUN",2009,12,"West Little Lameshur",28.0086209677419,0.345294915105251,28.841,27.407,744
"CSUN",2009,12,"White Point",28.0086209677419,0.345294915105251,28.841,27.407,744
"CSUN",2010,1,"East Tektite",27.312125,0.272776126239634,27.801,26.549,744
"CSUN",2010,1,"Europa Bay",27.3184610215054,0.29028315118673,27.85,26.426,744
"CSUN",2010,1,"Neptunes Table",27.3184610215054,0.29028315118673,27.85,26.426,744
"CSUN",2010,1,"West Little Lameshur",27.3184610215054,0.29028315118673,27.85,26.426,744
"CSUN",2010,1,"White Point",27.3184610215054,0.29028315118673,27.85,26.426,744
"CSUN",2010,2,"East Tektite",27.2688452380952,0.220751324994375,27.727,26.671,672
"CSUN",2010,2,"Europa Bay",27.3168392857143,0.228561723636325,27.751,26.671,672
"CSUN",2010,2,"Neptunes Table",27.3168392857143,0.228561723636325,27.751,26.671,672
"CSUN",2010,2,"West Little Lameshur",27.3168392857143,0.228561723636325,27.751,26.671,672
"CSUN",2010,2,"White Point",27.3168392857143,0.228561723636325,27.751,26.671,672
"CSUN",2010,3,"East Tektite",27.5961451612903,0.33370723853384,28.122,26.94,744
"CSUN",2010,3,"Europa Bay",27.6335416666667,0.360302859038738,28.27,26.671,744
"CSUN",2010,3,"Neptunes Table",27.6335416666667,0.360302859038738,28.27,26.671,744
"CSUN",2010,3,"West Little Lameshur",27.6335416666667,0.360302859038738,28.27,26.671,744
"CSUN",2010,3,"White Point",27.6335416666667,0.360302859038738,28.27,26.671,744
"CSUN",2010,4,"East Tektite",27.7111791666667,0.264034165832314,28.568,27.186,720
"CSUN",2010,4,"Europa Bay",27.7550638888889,0.290585276037966,28.667,27.063,720
"CSUN",2010,4,"Neptunes Table",27.7550638888889,0.290585276037966,28.667,27.063,720
"CSUN",2010,4,"West Little Lameshur",27.7550638888889,0.290585276037966,28.667,27.063,720
"CSUN",2010,4,"White Point",27.7550638888889,0.290585276037966,28.667,27.063,720
"CSUN",2010,5,"East Tektite",28.6467674731183,0.190579335688462,29.315,28.171,744
"CSUN",2010,5,"Europa Bay",28.6836196236559,0.222559039904661,29.414,28.147,744
"CSUN",2010,5,"Neptunes Table",28.6836196236559,0.222559039904661,29.414,28.147,744
"CSUN",2010,5,"West Little Lameshur",28.6836196236559,0.222559039904661,29.414,28.147,744
"CSUN",2010,5,"White Point",28.6836196236559,0.222559039904661,29.414,28.147,744
"CSUN",2010,6,"East Tektite",29.2270791666667,0.251622898433437,29.69,28.543,720
"CSUN",2010,6,"Europa Bay",29.24685,0.269471047028777,29.89,28.593,720
"CSUN",2010,6,"Neptunes Table",29.24685,0.269471047028777,29.89,28.593,720
"CSUN",2010,6,"West Little Lameshur",29.24685,0.269471047028777,29.89,28.593,720
"CSUN",2010,6,"White Point",29.24685,0.269471047028777,29.89,28.593,720
"CSUN",2010,7,"East Tektite",29.3550134408602,0.235018593479141,29.765,28.816,744
"CSUN",2010,7,"Europa Bay",29.3635470430108,0.243872824643833,29.815,28.841,744
"CSUN",2010,7,"Neptunes Table",29.3635470430108,0.243872824643833,29.815,28.841,744
"CSUN",2010,7,"West Little Lameshur",29.3635470430108,0.243872824643833,29.815,28.841,744
"CSUN",2010,7,"White Point",29.3635470430108,0.243872824643833,29.815,28.841,744
"CSUN",2010,8,"East Tektite",29.8414314516129,0.283048469042596,30.369,28.941,744
"CSUN",2010,8,"Europa Bay",29.8903978494624,0.290789097606649,30.646,28.99,744
"CSUN",2010,8,"Neptunes Table",29.8903978494624,0.290789097606649,30.646,28.99,744
"CSUN",2010,8,"West Little Lameshur",29.8903978494624,0.290789097606649,30.646,28.99,744
"CSUN",2010,8,"White Point",29.8903978494624,0.290789097606649,30.646,28.99,744
"CSUN",2010,9,"East Tektite",29.4571763888889,0.193053182651358,29.865,28.816,720
"CSUN",2010,9,"Europa Bay",29.4848680555556,0.189629805180641,30.016,29.065,720
"CSUN",2010,9,"Neptunes Table",29.4848680555556,0.189629805180641,30.016,29.065,720
"CSUN",2010,9,"West Little Lameshur",29.4848680555556,0.189629805180641,30.016,29.065,720
"CSUN",2010,9,"White Point",29.4848680555556,0.189629805180641,30.016,29.065,720
"CSUN",2010,10,"East Tektite",29.0763051075269,0.23206841523645,29.515,28.493,744
"CSUN",2010,10,"Europa Bay",29.1107741935484,0.224637756437742,29.615,28.543,744
"CSUN",2010,10,"Neptunes Table",29.1107741935484,0.224637756437742,29.615,28.543,744
"CSUN",2010,10,"West Little Lameshur",29.1107741935484,0.224637756437742,29.615,28.543,744
"CSUN",2010,10,"White Point",29.1107741935484,0.224637756437742,29.615,28.543,744
"CSUN",2010,11,"East Tektite",28.0940375,0.561868931480111,28.891,26.891,720
